domain,theme,value1,value2,brief introduction,scene,role1,D1,role2,D2,relation,conflict_level,id
公民/社区生活/邻里,社区公共艺术项目,享乐主义,安全,在社区公共艺术项目中，那些追求享乐主义价值观的人可能会希望项目充满刺激和乐趣，但这可能与那些更重视项目安全和稳定（安全价值观）的人产生冲突,在SunnyVille社区，为了提高社区居民的活动性和社区的艺术氛围，组委会正在计划举办一个社区公共艺术项目。该项目计划在社区公园中建立一个巨型彩虹滑梯和一个色彩斑斓的艺术涂鸦墙。这一决策引起了一些分歧，因为尽管这个项目具有很大的趣味性和艺术性，但也有许多居民担心这可能会带来一些安全问题和社区的整体卫生问题。,雷·约翰逊（RayJohnson），他是一名艺术家，非常享受生活，并热衷于让更多的人感受到艺术的魅力。他是社区的活跃分子，经常组织各种艺术活动。他的价值观主要是享乐主义。,非常支持建立彩虹滑梯和艺术涂鸦墙的想法。认为艺术是生活的一部分，这个项目不仅能为社区带来更多的乐趣，还能提高社区居民的艺术鉴赏力。,苏珊·布朗（SusanBrown），她是一个退休的护士，非常关注社区的安全和卫生问题。她曾担任过社区小区卫生和安全委员会的主席。她的价值观主要是安全。,对这个艺术项目表示担忧，认为大型的彩虹滑梯可能会带来一些安全隐患，而且这个艺术涂鸦墙可能会吸引一些不良少年聚集，会对社区的治安构成威胁。,雷·约翰逊和苏珊·布朗都是社区的活动组织者，他们互相尊重对方的意见，但在这个社区公共艺术项目上产生了分歧。,3,39
公民/社区生活/邻里,社区公共艺术项目,刺激,传统,在社区公共艺术项目中，追求刺激的人可能会寻找新奇和挑战性的艺术形式，而这可能会与尊重和接受传统（传统价值观）的人产生冲突,社区即将进行一次公共艺术项目，该项目的目的是为了提升社区的文化氛围和居民的生活质量。然而，关于该项目应采取什么样的艺术形式，社区的居民们产生了分歧。,罗伯特，年轻且富有创新精神的社区居民。他对艺术充满热情，总是追求生活中的新鲜事物，对现代艺术形式有深入的理解,社区的公共艺术项目应该采取现代、创新和独特的艺术形式，如抽象艺术、装置艺术等，这样可以让社区的艺术氛围更加活跃，也可以吸引年轻人的参与，提高社区的活力。,玛丽，年长且在社区生活了几十年的居民。她对社区的历史和文化有深深的热爱，习惯于尊重和接受传统,社区的公共艺术项目应该选择反映社区历史和文化的艺术形式，如传统的雕塑、壁画等。认为这些艺术形式可以使社区的居民更好地理解和记忆社区的历史和文化，弘扬社区的传统。,朋友,3,40
公民/社区生活/邻里,公民权益保护,大同,权力,在公民权益保护的场景中，可能会出现大同和权力的冲突,在一个小城市，许多资源贫瘠的边缘社区居民对政府正在推行的一个新政策表示担忧，这个政策将允许大型公司在这些社区建立商业设施，这将对社区环境产生影响，另一方面，这也将为社区带来很多就业机会。政府的目的是通过这个政策改善社区的经济状况，然而这个决策在社区居民中产生了严重的分歧。,Lisa，一个对社区非常热心的女性，她是一名环保工作者，一直以来都在倡导环保和社区福祉。她深深的关心她所住的社区和那里的居民,虽然新政策可以为社区带来经济利益，但可能对社区环境产生长期的负面影响。因此，决定发起一项倡议反对这个政策，并尝试向政府和公众展示这个决策可能带来的负面后果。,Tom，是城市的财政部门的部门经理，他一直以来都在寻找各种方式来提高城市的财政收入和社区的就业率,认为这个政策是解决社区贫困和就业的有效方式，决定支持这个政策，并尝试向社区居民解释这个政策的好处，同时也承诺会找到方法来最大限度地减少这个政策对环境产生的影响。,他们是高中时的同班同学，虽然他们的职业道路不同，但他们都深深地关心他们的社区，只是处理社区问题的方式不同。,3,41
公民/社区生活/邻里,公民权益保护,成就,遵从,在同一场景中，成就和遵从也可能会冲突,在一个小城市中，政府透露了他们的升级计划，打算将一些老旧的社区拆除并建立更现代的大楼。这个升级计划会对住户的生活产生巨大影响，部分住户可能会面临失去他们的房子。小城市的市民对此产生了深深的分歧，一方面他们希望城市可以改善和发展，但另一方面他们也担心这样的改变会破坏他们的社区关系和引起生活不便。,李华，一位以拥有多个成功的生意而在社区中享有声望的商人。他自尊心强，有强烈的成就欲望，希望城市能够进步，以吸引更多的商业机会,支持政府的升级计划，认为改变是必要的，新的建筑可以提高城市的整体形象，吸引更多的投资和人口，从而提升李华的生意。,王明，一位在同一个社区里居住多年的老人。他非常尊重和珍视他的社区关系和生活习惯，认为遵从传统和保持生活的平稳比追求物质的进步更重要,反对政府的升级计划，相信社区的人情关系和传统生活方式是无法用金钱衡量的。认为应该保留老社区，让市民们能够继续遵从他们的习惯和传统。,他们都是社区里的居民，平时接触频繁且关系良好，但在这个问题上他们的观点截然不同。,3,42
公民/社区生活/邻里,公民权益保护,自我导向,安全,自我导向和安全也可能会出现冲突,最近，城市里的大型商业综合体计划在社区建设一个5G信号塔。商业综合体的管理员声称，这样可以为社区带来更快的网络速度，但部分居民担心5G信号塔对人体健康的影响。据研究，虽然目前并没有确证5G网络对人体有害，但这并不能消除所有人的担忧。,Tom，Tom是一名自由职业者，长期在家中工作。他是一名技术迷，对新的科技产品总是保持着极高的好奇心,支持建设5G信号塔。认为网络的提速会对工作产生很大的帮助。同时，好奇并期待5G网络带来的新的可能性。,Sally，Sally是一位大学教授，致力于健康科学的研究。她对5G网络的影响有所了解，虽然现有的研究并未表明5G网络有害，但她仍保持谨慎的态度,反对建设5G信号塔。尽管并不反对新技术，但更在乎社区居民的健康。认为现阶段的科学研究还不足以证明这项技术的安全性，应该更谨慎对待。,邻居,3,43
公民/社区生活/邻里,公民权益保护,享乐主义,传统,享乐主义和传统在某些情况下可能会出现冲突,在一个社区，居民们决定是否要设立一个新的社区规定：禁止在晚上10点后出门，以增加社区的安全性并且降低犯罪率。然而，这个决定引起了社区居民之间的分歧。,詹姆斯，他是一个年轻人，喜欢夜生活，热衷于音乐和艺术,坚决反对设立这个新规定。生活就是要享受的，对晚上的活动产生热情，认为这是个人权利和自由，并且认为晚上的社区并不那么危险。,玛丽，她是一个年长的居民，严格遵守社区的规则和习俗，高度重视社区的安全和秩序,强烈赞同设立这个新规定。为了社区的安全和稳定，应该尽可能减小犯罪的可能性，而晚上出门增加了不安全因素。每个人都应该尊重和遵守社区的规则。,詹姆斯和玛丽都是社区的居民，但他们对该问题持有截然不同的观点，这造成了他们在社区会议上的分歧。,3,44
公民/社区生活/邻里,公民权益保护,刺激,慈善,在寻求生活的刺激、新奇和挑战性的同时，可能会忽视对他人的关心和帮助，这就是刺激和慈善的冲突,在一个小城镇，由于地理位置独特，县政府计划利用地形优势建设一个大型滑雪场，用于发展城镇的旅游业，希望能够吸引游客，提高经济收入。但是，这个计划可能会对当地居民的生活造成一定的影响，包括环境污染、噪音干扰等。因此，关于是否建设滑雪场，这个问题产生了分歧。,杰克，一位富有冒险精神的当地居民，常年致力于挑战各种极限运动，寻求生活中的刺激和快感,强烈支持建设滑雪场的决策。认为这样不仅可以提供一个新的娱乐场所，提供刺激和挑战性的活动，也能带来经济效益，促进当地的发展。,艾米，杰克的妻子，她是一位热心肠的社区志愿者，经常帮助邻里解决问题，关心他们的生活。她主张保护社区环境，维护居民的生活质量,反对建设滑雪场的决策。认为大型旅游设施会对社区环境产生负面影响，打破居民平静的生活，可能还会导致居民的权益受损。,夫妻,3,45
公民/社区生活/邻里,社区治安管理,自我导向,遵从,在社区治安管理这个场景中，居民可能希望在治安规则的制定上有更多的参与度和自我决定权，也就是更强的自我导向性,社区最近发生了一些小偷小摸的治安问题，居民们对此感到十分烦恼。为了解决这个问题，社区决定安装一些监控摄像头来提高社区的安全性。然而，这项决策引发了部分居民的不满，他们担心自己的隐私被侵犯。,Linda，一个在科技公司任职的工程师，她非常重视个人隐私和自由,虽然安装监控摄像头可能有助于提高社区的治安，但这同时也可能对居民的隐私构成侵犯。因此，建议社区应尽量寻找既能保障治安又能最大程度地保护居民隐私的解决方案，如更频繁的巡逻，或是通过科技手段来提升社区的安全性，例如使用人工智能来分析和预测犯罪行为。,Tom，一个已退休的军人，他一直尊重并遵从规定和程序，相信他们能带来稳定和秩序,为了保持社区的安全和稳定，有必要安装监控摄像头。只有遵循这个决策，才能有效遏制近期社区内的不安定因素，使社区恢复以往的平静和秩序。,邻居,3,46
公民/社区生活/邻里,社区治安管理,权力,大同,在一些决策中，社区的领导者可能希望扩大自己的影响力和控制力，这是权力的表现,社区近年来安全状况严重下滑，偷窃、打斗频发，社区居民对此深感不安。为此，社区决定选举出一位社区安全负责人，负责管理和提升整个社区的安全状况。社区居民对于候选人的选择，以及他们如何提升社区安全状况产生了分歧。,约瑟夫，是社区里的一位商人，他年纪较大，有着丰富的社会经验，受到一部分社区居民的尊重。他主张强硬的措施来提升社区的安全，比如增加巡逻，安装监控摄像头等,决定竞选社区治安负责人，承诺会用最快速的方法提升社区的安全状况，即便是采取一些强硬的手段，如安装更多的摄像头或者增加巡逻的频率等。,艾玛，是社区的一位青年活动家，她关心社区的公平和公正，并在社区里有一定的影响力。她认为解决社区安全问题的根本方法是解决社区内部的贫富差距，改善社区环境，提升居民的综合素质,决定参选社区治安负责人，提案是倾向于从根本上解决社区的治安问题。提出增进社区凝聚力，减少贫富差距，投资教育等寻求长远的解决方案，而不是短期的强硬措施。,竞争者,3,47
公民/社区生活/邻里,社区治安管理,享乐主义,安全,在社区治安管理中，一些居民可能追求享乐主义，希望生活中有更多的娱乐活动,由于社区内近期发生了一些小规模的治安事件，社区自治委员会决定举行一次居民大会，以商讨社区的治安问题。社区中的一些年轻人希望在社区里举办更多的社交活动，比如每周的街头音乐会和周末的烧烤派对。然而，另一些人则认为，这样的活动会导致噪音问题，影响他们的生活，同时也可能会吸引一些不良分子，进而影响社区的治安。,Tom，他是社区中的一位年轻人，工作灵活，喜欢社交活动，热爱音乐，积极参与社区活动。他认为，社区应该有更多的娱乐活动，社区居民之间的交流可以增强社区的凝聚力。他的价值观是享乐主义。,建议在社区定期举行音乐会和社交活动，让居民有机会更好的交流和互动，增强社区的活力。,Ruth，她是一个退休老师，喜欢安静的生活，对周围的环境有着高度的敏感性。她认为，社区的治安问题是最重要的，任何可能影响社区安全的活动都应慎重考虑。她的价值观是安全。,反对举行这类社交活动，认为这会扰乱社区的治安，引来不良分子。建议社区自治委员会应该将更多的精力放在提高社区的治安上，比如增加巡逻员和监控摄像头等。,邻居,3,48
公民/社区生活/邻里,社区治安管理,刺激,传统,有些居民可能追求新奇和刺激，希望社区的生活方式有所变化,社区的治安管理一直是一个让人头痛的问题。近年来，社区的治安状况不断恶化，车辆偷窃、入室盗窃事件频发，居民们对此深感不安。社区决定进行治安管理的改革，目的是提高社区安全，保护居民财产安全。然而，如何进行改革引发了居民之间的分歧。,Tom，乐观活泼，喜欢新鲜事物，勇于尝试,认为社区的治安问题需要充满刺激的新方法来解决，提议引入智能监控系统、无人机巡逻、社区警卫队等新型管理方式。依靠先进的科技和有活力的人力资源，才能有效解决社区治安问题。,Peter，深思熟虑，非常尊重和遵循传统，不喜欢大的变动,坚决反对引入新的管理方式。社区的治安问题是因为丢失了传统的邻里互助精神，只有重建这种传统，激发居民之间的团结精神，才能从根本上解决治安问题。他提议组织更多的社区活动，让每个人都认识彼此，彼此关心，共同守护社区的安全。,邻居,3,49
公民/社区生活/邻里,社区治安管理,成就,慈善,在社区治安管理中，一些人可能更关注个人成就，例如通过提出有效的安全策略来获得认可,最近，社区的治安状况日益严重，入室盗窃、小偷小摸的情况频发，让社区的居民们生活在一种恐慌中。为了改善这种情况，社区居民会决定开会讨论针对社区治安的一系列管理措施。在会议上，主要产生了两种不同的观点，一种是强化社区的物理防范措施，比如增加监控设施，聘请保安等；另一种观点是从源头上解决问题，通过打造健康友好的社区氛围，关心关爱邻里，让不良行为无处藏身。,张强，：是社区居民会的主席，他是一个很有野心的人，总是希望能通过实际行动获得大家的认可和尊重,决定投入资金购买监控设备，招聘保安，希望通过这些实实在在的举措，改善社区治安状况，得到他人的赞扬和尊重。,李红，：是一个热心肠的人，经常会帮助邻里，她相信真正的和谐来自人与人之间的互爱互帮,建议定期举办社区活动，增加邻里间的交流互动，提高社区的凝聚力，从根本上阻止不良行为的发生。,张强和李红是社区居民会的两位重要成员，他们的关系平时非常友好，只是在社区治安管理这个问题上有着不同的看法和处理方法。,3,50
公民/社区生活/邻里,长者照护方案,权力,慈善,长者的照护方案可能需要资源和支持，这可能会触发权力和慈善之间的冲突,在小镇社区中，随着人口老龄化的趋势加剧，如何照顾社区中的长者成为关注的焦点。决策的目标是提供一个有效的长者照护方案。社区有限的资源和人力需要合理的配置，以实现最大程度的效益。,杰克，杰克是社区的负责人，他负责管理社区的各种事务，包括分配各种资源。他是一个注重社会地位与声望的人，他的决策通常基于保持他的权力和影响力,决定将更多的资源投入到社区的基础设施建设中，因为认为这将提高自身的社会地位和声望。认为如果社区更加美观，能够吸引更多的年轻人和家庭，这将有利于社区的长期繁荣。,丽莎，丽莎是社区中的一位退休护士，她热心公益，经常帮助社区中的长者。丽莎注重维护和提高她熟识的人们的福利，她的决策通常基于慈善,认为应该将更多的资源投入到长者的照护中，提出建议设立一个长者照护中心，用于提供日常的饮食和医疗照护。认为关心和照顾社区中的长者是我们的责任。,杰克和丽莎都是社区中的重要成员，他们一直在社区的决策中扮演着重要的角色。他们的关系是基于他们对社区的关注和对社区的热爱，但他们在如何花费社区资源的问题上有所分歧。,3,51
公民/社区生活/邻里,长者照护方案,成就,大同,对成就的追求可能会妨碍长者照护方案的实施,在一个小型科技公司中，有一个商业决定需要作出，那就是是否应该拨出一部分公司的年度预算来创建一个长者照护方案。这个照护方案主要是为了帮助公司内部老年员工和外部社区的老年人。决策的目的是为了帮助公司培养一个更健康、更和谐的社区环境，但这个决策带来了分歧，因为这个方案涉及到大量的资金投入，可能会影响到公司的其他业务发展。,艾伦，公司的首席执行官。艾伦是个有决心的人，他非常注重业务发展和公司的财务状况。他追求的是公司的业绩和利润,不同意创建长者照护方案，认为这会影响公司的财务状况，对公司的发展构成威胁。,玛丽，公司的人力资源经理。玛丽是个富有同情心的人，她非常关心员工的福利，而且也是社区活动的积极参与者。她追求的是利益平衡和社区福祉,决定支持创建长者照护方案，认为这是公司的社会责任，而且这个方案能够帮助公司的老年员工，同时也能够回馈社区，提升公司的形象。,同事,3,52
公民/社区生活/邻里,长者照护方案,自我导向,遵从,在处理长者照护方案时，有些人可能会坚持自己的观点和选择，这可能会与遵从价值观产生冲突,在一个典型的中国城市里，由于现代化生活的压力，以及"421"家庭结构的影响，如何照顾家中的老年人成为了很多家庭中的问题。传统上，中国人都会选择让老人呆在家里，由家人亲自照顾。但是，近年来，随着生活方式的改变和社会观念的转变，一些人开始考虑将老人送入养老院，并由专业的护士进行照顾，这使得家庭中的一些人产生了分歧。,李华，一位在大城市打拼的年轻人。他的观念较为开放，习惯于接受新鲜事物,将父母送入养老院，不仅可以让他们得到专业的照顾，还可以让他们有机会结交新朋友，享受老年生活。同时，这也可以让自己有更多的时间和精力专注于自己的事业和生活。,王明，李华的妻子，一位传统的中国女性。她认为，照顾老人是儿女应尽的责任，而且，将老人送入养老院会让老人感到被抛弃,坚持认为应该自己照顾老人，愿意为此牺牲自己的工作和休息时间。认为，这是对老人的尊重和孝敬，也是具有中国特色家庭伦理的体现。,夫妻,3,53
公民/社区生活/邻里,长者照护方案,享乐主义,安全,对个人的快乐和感官满足的追求可能会与长者的安全和照护需求产生冲突,一个社区的决策者正在制定一个新的长者照护方案。目的是确保社区内的长者能得到良好的照护和关怀，同时考虑到照护的可持续性和实施的可行性。然而，针对方案中“是否应该设立长者活动中心，让他们能够参加更多社区活动和娱乐活动”的问题，社区内有两种截然不同的观点。,Daisy，Daisy是一位活泼开放的社区居民，善于与人建立联系，且常年活跃于社区活动中，她认为生活应该充满乐趣和多彩,坚决支持设立长者活动中心，认为这将带给长者们更多的快乐。认为生活不仅仅是生存，而应该享受生活，不论年龄大小。希望长者们能有更丰富的社交生活，享受他们的晚年。,Robert，Robert是一位社区的年长者，他是个谨慎的人，非常注重安全和稳定，他认为生活中的安全才是最重要的,认为设立长者活动中心虽然能提供娱乐活动，但同时也会让长者们面临更大的安全风险，例如意外摔倒等。提出应该把资金用于提高长者的生活保障，如提升家庭护理的质量和效率，提供更加安全的生活环境。,邻居,3,54
公民/社区生活/邻里,长者照护方案,刺激,传统,对新奇和挑战的追求可能与长者照护的传统方式发生冲突,在本土小镇上，随着人口老龄化的问题日益严重，社区决定开展一项长者照护方案。这个方案的主要目的是为社区中的老年人提供一个安全、舒适的生活环境。然而在选择是采用传统的照护方式还是引入一些新的照护技术时，社区的决策者们产生了分歧。,Tom，他是小镇的一名活跃分子且对新鲜事物保持着极高的热情。他经常带领社区的人们开展一些新颖的活动，而且他对新的科技照护方式有着深厚的兴趣。他的价值观是刺激。,认为引入一些新的科技照护方式可以给老年人的生活带来新的刺激，例如使用VR技术让他们可以在家体验远足，或者使用智能设备来保持他们的身体活动度。,Mary，她是小镇上的一位尊重传统的长者。多年来，她一直致力于维护和传承小镇的传统文化，对于这次的长者照护方案，她希望能够以传统的方式来照护老年人。她的价值观是传统。,认为小镇应该继续采用传统的方式来照护老年人，比如设置一些老年人的日常活动，定期组织一些传统的文化活动等，让他们的生活在安静和平中度过。,Tom和Mary是社区的核心组织者，他们都深爱这个社区，并希望通过自己的方式来为社区的老年人提供一个更好的生活环境。,3,55
公民/社区生活/邻里,空地利用改善,大同,权力,在空地利用改善的决策中，有人可能提出将空地改造为公园或儿童游乐设施，这符合大同的价值观，因为这样可以为所有人类和自然提供福利,社区中心心中一块废弃的空地，近期社区管理委员会计划进行整治，并且已经开始收集居民的意见，决策的目的是为了让这块空地更好的服务于社区居民。然而，关于如何使用这块空地的问题引发了不小的争议。,李先生，一位热心的社区居民，长期活跃在社区公益活动中，是社区环保小组的一份子。他持着大同的价值观，认为我们应该尽可能的为所有人和自然创建福祉。,提议将这块空地改造成公园，其中可以种植各种花草树木，还可以设立一些适合老人和儿童的休息和游玩设施，这样不仅可以提高社区的环境，也可以为社区居民提供一个休闲娱乐的公共空间。,张太太，一位有影响力的社区商家，拥有社区里一家人气旺盛的商店。她持有权力的价值观，追求社会地位和声望，擅长把握和使用资源。,建议将这块地皮用于商业用途，比如建设一家超市或者餐厅，认为这样可以吸引更多的人流来提高社区的商业活跃度，同时也可以为社区居民提供更多的购物和餐饮选择。,社区居民，平时有一些交往，对社区的事务都有较高的关心和参与度。,3,56
公民/社区生活/邻里,空地利用改善,慈善,成就,如果空地被用来建造为社区的贫困人口提供的设施或者作为社区志愿者活动的地方，这显然是在维护和提高那些自己熟识的人们的福利，符合慈善的价值观,小镇的中心位置有一块空地，一直被当作孩子们的游乐场和老年人散步的公园。最近，政府决定投资改善和开发这块空地，但具体的利用方式重新引发了冲突。一方面，有人希望能够以更好的方式服务于社区的成员，如建设免费图书馆或者乐龄活动中心等公益设施；另一方面，有人提议建设一座购物中心，以便吸引更多的游客和商业活动，并对小镇的经济有所贡献。,艾米，小镇的一位热心公益活动的妇女，担任社区志愿者，对于社区事务有着深入的了解和独特的见解，她希望小镇的每一位成员都能得到关爱并享受到平等的社会福利,坚决反对建设购物中心的想法，她认为社区应该更重视公益和社区成员的福利，提议将空地改造成一个综合性的社区服务中心，其中包括图书馆、乐龄活动中心等。,约瑟夫，是小镇的商会会长，他一直在寻求机会提高小镇的经济活力，他认为商业发展是给小镇带来更多收入和就业机会的最好方式,极力主张在空地上建设购物中心，认为这将为小镇带来更多的商业机会，进一步提升小镇的经济水平。,在社区的事务中，他们经常需要商量和协商，他们对社区的发展都充满了热情，尽管他们在如何使用这块空地上有所分歧。,3,57
公民/社区生活/邻里,空地利用改善,传统,刺激,如果空地被用来保留或建造具有传统文化意义的建筑或场所，这就反映了对传统的尊重,位于市中心的一片公共空地，因为岁月的洗礼，已经显得破烂不堪。市政府打算利用这片空地进行改变，既可以提升城市形象，又能满足市民的不同需求。然而，市民们对于如何改造这片空地存在分歧。一部分市民希望保留空地的历史特色，进行修缮并增设一些市民活动设施；而另一部分市民则希望市政府能够建设一些新潮的娱乐设施，如极限运动公园等，以满足年轻人对于生活的刺激需求。,玛丽，一位已经退休的教师，生活在市中心，非常热爱本地的历史和文化,希望市政府能够修缮这片空地，让它保持原有的风貌，并增添一些公共的活动设施，如儿童游乐场、棋牌室等，这样既能保留传统，同时也能满足老年人和儿童的娱乐需求。,杰克，一位在市中心工作的年轻人，他是一位滑板爱好者，热爱刺激的生活,希望市政府能够在这片空地上建设一个极限运动公园，提供滑板、攀岩等极限运动设施，满足自己和其他年轻人对刺激生活的追求。,玛丽是杰克的母亲。,3,58
公民/社区生活/邻里,空地利用改善,安全,享乐主义,有些人可能主张空地应当用于提升社区安全，比如建立警察局或监控系统，这体现出对安全的重视,在一个中等规模的社区中，有一片尚未开发的空地。这片空地对社区的居民来说，意味着新的可能性和发展机会。但如何利用这片空地，社区居民们有着分歧。有些人希望用它来提升社区的安全，比如建立警察局或监控系统；还有些人则倾向于用它为社区增添更多的娱乐设施，提升居民的生活质量。,Sam，他在社区居民中享有很高的声望，是一位注重安全和和谐的退休军人,主张利用空地建立警察局，以此提升社区的安全系数。认为这是维护社区和谐稳定的最好方式。,Lucy，她是一个充满活力的社区青年领导者，致力于提高社区居民的生活满足感和幸福感,提议在空地上建立一个公园或者游乐设施，以此为社区居民提供一个休闲娱乐的地方。,邻居,3,59
公民/社区生活/邻里,居民停车问题,自我导向,安全,在居民停车问题这个决策过程中，可能会出现一部分居民（自我导向的价值观）主张应该以自我为中心，自由选择停车位置，反对任何对停车行为的限制,在一个舒适的小区内，一部分居民经常在楼下的绿地或者人行道上停车，为了自己的便利。而这种行为不仅破坏了绿地，还影响了人们的正常出行。因此，小区物业决定投票决定是否对此进行管理，目的是为了保护绿地和人行道的使用权，但这个决策引发了居民之间的争议。,杰克，他是一个自由派人士，喜欢追求方便和效率,认为每个人都应该有自由选择停车位置的权利，反对对停车行为的任何限制，建议小区应当尊重个人的自由，并且应当有更多的停车位以满足居民的需求。,琳达，她是一位退休的老师，生活严谨，注重秩序和安全,认为在绿地和人行道停车会给小区的安全带来隐患，并且破坏了环境。支持物业对此进行管理，并建议居民们应该遵守规则，停在指定的停车位上。,邻居,4,60
公民/社区生活/邻里,居民停车问题,享乐主义,遵从,部分居民（享乐主义的价值观）可能希望根据自己的喜好随意停车，以实现个人的方便和快乐,小区最近出现了一个问题，部分居民在小区内随意停车，使得其他居民的出行非常不便。为此，小区物业管理层决定开会讨论这个问题，希望能找到一个既能满足居民出行需求又不损害其他居民权益的解决方案。,Mike，Mike是一位经常需要驾车出行的居民，对于物业管理层希望严格规定停车地点，他表示反对。他认为随意停车给他的生活带来了极大的便利性和舒适性，没有必要改变,选择继续按照自己的生活方式行事，不打算改变随意停车的习惯。,Linda，Linda是一位非常尊重规则的居民，她认为规则的存在可以保障所有居民的权益，个人的便利性不能损害到他人的利益,坚决支持物业管理层的决策，认为所有的居民都应该遵守停车规则，不应该因为个人的便利影响到他人。,邻居,4,61
公民/社区生活/邻里,公益组织资助决策,大同,权力,在公益组织资助决策的场景中，决策者可能希望通过资助计划实现社会公正、普世福祉等大同价值观,公益组织"HopeforAll"正在进行一项资助决策，决定是否向一个位于贫困地区的教育项目提供资助。该项目负责为当地贫困孩子提供教育资源，旨在改善当地低教育程度的状况。然而，该组织的资源有限，如果资助该项目，可能就无法支持其他同样重要的项目。,Linda，"HopeforAll"的项目经理，一直致力于推动社会公正、普世福祉。她深信教育能够改变人生，特别关心贫困地区的教育问题,认为这个项目对公益事业的十分重要，希望组织能全力投入，哪怕暂时牺牲其他项目的资助。,Tom，"HopeforAll"的高级经理。他重视组织的影响力和声望，认为教育项目对组织的声望提升作用有限，更应该关注那些能带来声望和影响力的项目,认为应谨慎对待这个项目的资助决策，建议分散投资，资助更多能提升组织声望和影响力的项目。,同事,3,62
公民/社区生活/邻里,公益组织资助决策,慈善,成就,一方面，决策者可能希望通过资助决策来帮助那些需要的人，以实现慈善价值观,一个当地的公益组织向公司寻求资助，希望得到公司的支持来帮助社区的弱势群体。整个公司的领导层对这一决策存在分歧，一方希望资助这个公益组织以支持社区，另一方则希望将这些资金用于公司的业务拓展，以实现更高的经济效益。,艾米，公司的公共事务主管。她有着丰富的社区服务经验，非常重视帮助社区和弱势群体,决定资助这个公益组织，认为公司作为社区的一份子，应该承担起帮助社区解决问题的责任，并且这样也能提高公司在社区的声誉和影响力。,泰伦，公司的首席财务官。他是一个务实的人，非常注重利润和业绩，追求公司的最大利益,对此有所保留，认为公司的主要目标是实现利润最大化，并且资助公益组织并不能直接带来经济效益。,作为公司的高级管理人员，艾米和泰伦经常需要在各种决策上进行协商和协调。,3,63
公民/社区生活/邻里,公益组织资助决策,传统,刺激,在公益组织资助决策的场景中，一些决策者可能倾向于支持那些传统的、符合社会习俗的项目，以实现传统价值观,现在一个公益组织正处于决定资助项目的关键节点，他们的目标是选出一个最能对社区产生积极影响和改变的项目。然而，不同的委员会成员对于应该资助的项目有不同的观点，导致了分歧。一些人倾向于资助那些符合社区保守的、传统的项目，认为这样可以维持社区的稳定和和谐；而另一些人则认为，应该资助那些能够带来新的刺激和挑战的项目，以创新和振兴社区。,杨先生，他是一个在社区享有高声望的长者，深受社区居民的尊敬。他维护社区的传统和习俗，并乐于集资助力公益项目，以此来保持社区的和谐稳定,认为应该资助那些符合社区传统的项目，例如，修复古老的文化活动中心、开展敬老活动等，认为这样不仅能延续社区的传统，更能推动社区的和谐和稳定。,王小姐，她是一个年轻的社区活动组织者，充满活力和创新思维。她不断寻求新的、刺激的方式来吸引更多年轻人参与社区活动,应该资助那些能够引发社区新变化和挑战的项目，例如，开发一个社区共享图书应用、举办一次社区艺术展，认为这样的项目既能使社区更加活跃，又能吸引年轻人参与社区事务，带动社区的发展。,杨先生是王小姐的爷爷，两人都热心于社区事务，但在如何资助公益项目的问题上存在分歧。,3,64
公民/社区生活/邻里,公益组织资助决策,安全,自我导向,公益组织在进行资助决策时，可能会考虑到社会稳定、和谐等安全价值观，因此倾向于资助那些可以维持现状的项目,在一个名叫“希望之光”的公益组织中，决策团队现在面临一个问题，他们需要决定是否资助一个新开发的社区艺术项目。这个艺术项目以创新和挑战常规为主旨，他们计划在社区的多个公开场所展示当前社会问题的艺术创作，意图引发人们对于社会问题的讨论和思考。然而，这个项目因为其创新和挑战性质可能引发一些争议，这就导致了组织内部的分歧。,杰克，希望之光的一名资深成员，他在公益组织工作了近二十年，非常理解并重视社区的稳定和和谐,反对资助这个项目，认为虽然这个项目可能引发有价值的社会讨论，但是它的争议性可能破坏社区的稳定和和谐，这对他来说是无法接受的。,艾米，希望之光的一名年轻成员，她是一名新手，但是对公益工作有着极大的热情和新颖的观点,决定支持资助这个项目，认为社区需要新的刺激和挑战来推动其进步，这个项目虽然可能会引发争议，但是它的创新性和对社会问题的关注无疑会对社区产生深远的影响。,杰克是艾米在组织中的导师，他们之间既有尊敬和学习，也存在价值观上的冲突和分歧。,3,65
公民/社区生活/邻里,公益组织资助决策,享乐主义,遵从,一些决策者可能受到享乐主义价值观的影响，希望通过资助那些可以带来个人快乐或满足感的项目,在一次年度非盈利公益组织的资助决策会议上，成员们需要决定今年的资金将分配给哪些项目。会议的主要目标是选择对社区和公众产生最大影响的项目进行资助。分歧来自于是否应该将更多的资金用于提供给社区成员丰富的娱乐活动和文化活动，还是将资源用于社区基础设施的改善和维护。,Laura，她非常外向，充满活力，热爱生活，善于打造和享受快乐的氛围,主张将资金用于举办各种社区活动，如音乐会、电影夜、艺术展等，帮助社区成员找到乐趣，增强社区的凝聚力。,Geoe，他是个严谨、守规矩的人，非常重视规则和社区的秩序，坚持在遵从规则和法律的前提下行事,认为遵循社区规划和规定，应专注于改善社区的基础设施，如修葺道路、提供更好的公共服务等，以满足社区成员的基本需求和安全。,Laura和Geoe是公益组织的核心成员，他们共同负责决策和执行，尽管他们的观点往往存在分歧，但他们都深深地热爱社区和社区成员，希望为社区做出最好的决策。,3,66
